Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
96331485,00000466,false,Rx,0,8,8C,6E,8C,6F,3C,76,0C,79,
96332404,00000476,false,Rx,0,8,8C,78,0C,76,0C,76,0C,79,
96333399,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
96355967,00000468,false,Rx,0,8,8C,A2,8C,A4,3C,A9,0C,A9,
96356876,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
96357851,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
96366616,0000046A,false,Rx,0,8,8C,B2,8C,B2,3C,B7,0C,B7,
96367516,0000047A,false,Rx,0,8,8C,B6,0C,B5,0C,B6,0C,B7,
96368511,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
96375472,0000046C,false,Rx,0,6,8B,10,8B,11,3B,1A,00,00,
96376260,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1B,00,00,
96377275,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
96379625,0000046D,false,Rx,0,6,8C,99,8C,98,3C,A2,00,00,
96380413,0000047D,false,Rx,0,6,8C,A0,0C,A0,0C,9E,00,00,
96381417,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
96385082,0000046E,false,Rx,0,6,8C,A1,8C,A1,3C,A8,00,00,
96385890,0000047E,false,Rx,0,6,8C,A9,0C,A8,0C,A7,00,00,
96386914,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
96401886,00000200,false,Rx,0,3,52,05,00,00,00,00,00,00,
96499698,00000460,false,Rx,0,6,8B,0D,4B,0D,CB,15,00,00,
96500496,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
96501521,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
96506134,00000461,false,Rx,0,8,8B,08,4B,08,CB,10,0B,13,
96507034,00000471,false,Rx,0,8,8B,12,0B,12,0B,11,0B,11,
96508040,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
96509003,000007E1,false,Rx,0,8,4C,A3,00,00,00,00,00,B1,
96509784,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
96516384,00000463,false,Rx,0,8,8B,0F,4B,10,CB,1B,0B,1B,
96517284,00000473,false,Rx,0,8,8B,1A,0B,1B,0B,1B,0B,1B,
96518279,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
96521201,00000464,false,Rx,0,8,8C,C5,4C,C6,CC,D5,0C,D3,
96522121,00000474,false,Rx,0,8,8C,D3,0C,D5,0C,D2,0C,D2,
96523086,000007E4,false,Rx,0,8,4C,B3,00,00,00,00,00,C4,
96531453,00000466,false,Rx,0,8,8C,6D,4C,6E,CC,7A,0C,78,
96532342,00000476,false,Rx,0,8,8C,75,0C,77,0C,79,0C,77,
96533326,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
96555952,00000468,false,Rx,0,8,8C,A2,4C,A3,CC,AA,0C,A9,
96556872,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AA,
96557847,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
96566581,0000046A,false,Rx,0,8,8C,AF,4C,B2,CC,B7,0C,B8,
96567491,0000047A,false,Rx,0,8,8C,B8,0C,B7,0C,B8,0C,B8,
96568475,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
96575466,0000046C,false,Rx,0,6,8B,10,4B,11,CB,1A,00,00,
96576244,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1B,00,00,
96577258,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
96579577,0000046D,false,Rx,0,6,8C,98,4C,98,CC,A2,00,00,
96580386,0000047D,false,Rx,0,6,8C,A0,0C,9F,0C,9F,00,00,
96581380,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
96585067,0000046E,false,Rx,0,6,8C,A0,4C,A1,CC,A9,00,00,
96585874,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A7,00,00,
96586878,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
96601901,00000200,false,Rx,0,3,D2,36,00,00,00,00,00,00,
96699732,00000460,false,Rx,0,6,8B,0E,1B,0D,BB,15,00,00,
96700520,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
96701547,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
96706140,00000461,false,Rx,0,8,8B,09,1B,08,BB,11,0B,12,
96707041,00000471,false,Rx,0,8,8B,10,0B,12,0B,11,0B,11,
96708046,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
96709018,000007E1,false,Rx,0,8,CC,A3,00,00,00,00,00,B3,
96709799,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
96716420,00000463,false,Rx,0,8,8B,0E,1B,10,BB,1A,0B,1A,
96717330,00000473,false,Rx,0,8,8B,1C,0B,1A,0B,1A,0B,1B,
96718315,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
96721236,00000464,false,Rx,0,8,8C,C5,1C,C6,BC,D4,0C,D3,
96722157,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D3,0C,D2,
96723121,000007E4,false,Rx,0,8,CC,B3,00,00,00,00,00,C6,
96731478,00000466,false,Rx,0,8,8C,6F,1C,6F,BC,77,0C,77,
96732378,00000476,false,Rx,0,8,8C,77,0C,77,0C,79,0C,78,
96733372,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
96755951,00000468,false,Rx,0,8,8C,A2,1C,A3,BC,A9,0C,A9,
96756861,00000478,false,Rx,0,8,8C,A9,0C,A7,0C,AA,0C,AB,
96757835,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
96766608,0000046A,false,Rx,0,8,8C,AF,1C,B1,BC,B6,0C,B6,
96767508,0000047A,false,Rx,0,8,8C,B6,0C,B5,0C,B6,0C,B5,
96768503,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
96775482,0000046C,false,Rx,0,6,8B,10,1B,10,BB,1A,00,00,
96776270,0000047C,false,Rx,0,6,8B,1B,0B,1C,0B,1B,00,00,
96777274,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
96779644,0000046D,false,Rx,0,6,8C,9A,1C,97,BC,A1,00,00,
96780442,0000047D,false,Rx,0,6,8C,9F,0C,A0,0C,9E,00,00,
96781438,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
96785091,0000046E,false,Rx,0,6,8C,A0,1C,A1,BC,A9,00,00,
96785878,0000047E,false,Rx,0,6,8C,A8,0C,A7,0C,A8,00,00,
96786913,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
96801904,00000200,false,Rx,0,3,52,59,00,00,00,00,00,00,
96899736,00000460,false,Rx,0,6,8B,0E,6B,0D,FB,15,00,00,
96900524,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
96901538,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
96906152,00000461,false,Rx,0,8,8B,09,6B,0A,FB,11,0B,12,
96907072,00000471,false,Rx,0,8,8B,11,0B,12,0B,10,0B,11,
96908077,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
96909030,000007E1,false,Rx,0,8,4C,A3,00,00,00,00,00,B1,
96909822,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
96916433,00000463,false,Rx,0,8,8B,0F,6B,11,FB,1A,0B,1B,
96917353,00000473,false,Rx,0,8,8B,1A,0B,1B,0B,1C,0B,1A,
96918347,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
96921280,00000464,false,Rx,0,8,8C,C4,6C,C6,FC,D4,0C,D4,
96922179,00000474,false,Rx,0,8,8C,D3,0C,D3,0C,D2,0C,D3,
96923143,000007E4,false,Rx,0,8,4C,B3,00,00,00,00,00,C4,
96931509,00000466,false,Rx,0,8,8C,6E,6C,6E,FC,78,0C,7A,
96932409,00000476,false,Rx,0,8,8C,78,0C,78,0C,77,0C,76,
96933395,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
96955992,00000468,false,Rx,0,8,8C,A2,6C,A3,FC,AA,0C,AA,
96956900,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
96957875,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
96966639,0000046A,false,Rx,0,8,8C,B0,6C,B0,FC,B5,0C,B6,
96967538,0000047A,false,Rx,0,8,8C,B6,0C,B6,0C,B7,0C,B8,
96968523,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
96975512,0000046C,false,Rx,0,6,8B,10,6B,11,FB,1A,00,00,
96976290,0000047C,false,Rx,0,6,8B,1B,0B,1A,0B,1B,00,00,
96977286,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
96979615,0000046D,false,Rx,0,6,8C,99,6C,97,FC,A1,00,00,
96980444,0000047D,false,Rx,0,6,8C,9F,0C,9F,0C,A0,00,00,
96981428,000007ED,false,Rx,0,8,4C,C1,00,00,00,00,00,DB,
96985103,0000046E,false,Rx,0,6,8C,A1,6C,A2,FC,A7,00,00,
96985901,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
96986915,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
97001938,00000200,false,Rx,0,3,D2,6D,00,00,00,00,00,00,
97099787,00000460,false,Rx,0,6,8B,0E,0B,0C,BB,15,00,00,
97100576,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
97101601,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
97106184,00000461,false,Rx,0,8,8B,0A,0B,0A,BB,10,0B,12,
97107084,00000471,false,Rx,0,8,8B,11,0B,13,0B,10,0B,11,
97108089,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
97109061,000007E1,false,Rx,0,8,CC,A3,00,00,00,00,00,B3,
97109843,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
97116453,00000463,false,Rx,0,8,8B,0E,0B,10,BB,1B,0B,1C,
97117352,00000473,false,Rx,0,8,8B,1B,0B,1A,0B,1A,0B,1C,
97118347,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
97121270,00000464,false,Rx,0,8,8C,C5,0C,C5,BC,D4,0C,D4,
97122190,00000474,false,Rx,0,8,8C,D4,0C,D4,0C,D3,0C,D2,
97123155,000007E4,false,Rx,0,8,CC,B4,00,00,00,00,00,C7,
97131521,00000466,false,Rx,0,8,8C,70,0C,6E,BC,77,0C,7A,
97132410,00000476,false,Rx,0,8,8C,77,0C,76,0C,79,0C,78,
97133415,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
97156013,00000468,false,Rx,0,8,8C,A1,0C,A3,BC,AA,0C,A9,
97156923,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
97157897,000007E8,false,Rx,0,8,CC,92,00,00,00,00,00,A9,
97166660,0000046A,false,Rx,0,8,8C,B0,0C,B0,BC,B5,0C,B7,
97167571,0000047A,false,Rx,0,8,8C,B8,0C,B8,0C,B9,0C,B9,
97168555,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
97175516,0000046C,false,Rx,0,6,8B,10,0B,11,BB,1A,00,00,
97176294,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1C,00,00,
97177318,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
97179648,0000046D,false,Rx,0,6,8C,9A,0C,97,BC,A1,00,00,
97180456,0000047D,false,Rx,0,6,8C,9F,0C,A0,0C,9F,00,00,
97181462,000007ED,false,Rx,0,8,CC,C1,00,00,00,00,00,DD,
97185137,0000046E,false,Rx,0,6,8C,A0,0C,A2,BC,A9,00,00,
97185934,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
97186959,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
97201940,00000200,false,Rx,0,3,52,9C,00,00,00,00,00,00,
97299780,00000460,false,Rx,0,6,8B,0E,9B,0C,4B,14,00,00,
97300568,00000470,false,Rx,0,6,8B,16,0B,16,0B,18,00,00,
97301593,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
97306187,00000461,false,Rx,0,8,8B,0A,9B,0A,4B,11,0B,12,
97307097,00000471,false,Rx,0,8,8B,10,0B,12,0B,13,0B,13,
97308103,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
97309065,000007E1,false,Rx,0,8,4C,A3,00,00,00,00,00,B1,
97309846,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
97316486,00000463,false,Rx,0,8,8B,0F,9B,10,4B,1A,0B,1B,
97317407,00000473,false,Rx,0,8,8B,1C,0B,1A,0B,1B,0B,1A,
97318401,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
97321293,00000464,false,Rx,0,8,8C,C4,9C,C6,4C,D4,0C,D4,
97322203,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D3,0C,D2,
97323177,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
97331543,00000466,false,Rx,0,8,8C,70,9C,6F,4C,76,0C,78,
97332453,00000476,false,Rx,0,8,8C,78,0C,78,0C,76,0C,76,
97333438,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
97356015,00000468,false,Rx,0,8,8C,A2,9C,A3,4C,A9,0C,A9,
97356924,00000478,false,Rx,0,8,8C,A9,0C,A7,0C,AA,0C,AA,
97357898,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
97366674,0000046A,false,Rx,0,8,8C,AF,9C,B0,4C,B7,0C,B8,
97367584,0000047A,false,Rx,0,8,8C,B8,0C,B8,0C,B9,0C,B8,
97368568,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
97375537,0000046C,false,Rx,0,6,8B,0F,9B,11,4B,1B,00,00,
97376315,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1B,00,00,
97377331,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
97379660,0000046D,false,Rx,0,6,8C,98,9C,97,4C,A2,00,00,
97380458,0000047D,false,Rx,0,6,8C,A0,0C,A0,0C,9F,00,00,
97381463,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
97385149,0000046E,false,Rx,0,6,8C,A1,9C,A1,4C,A8,00,00,
97385946,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
97386960,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
97401963,00000200,false,Rx,0,3,D2,AF,00,00,00,00,00,00,
97499795,00000460,false,Rx,0,6,8B,0D,4B,0D,5B,15,00,00,
97500583,00000470,false,Rx,0,6,8B,17,0B,16,0B,16,00,00,
97501629,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
97506211,00000461,false,Rx,0,8,8B,09,4B,0A,5B,10,0B,14,
97507122,00000471,false,Rx,0,8,8B,12,0B,10,0B,11,0B,13,
97508127,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
97509100,000007E1,false,Rx,0,8,CC,A3,00,00,00,00,00,B3,
97509881,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
97516482,00000463,false,Rx,0,8,8B,0F,4B,11,5B,1B,0B,1A,
97517391,00000473,false,Rx,0,8,8B,1B,0B,1C,0B,1A,0B,19,
97518386,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
97521318,00000464,false,Rx,0,8,8C,C4,4C,C6,5C,D4,0C,D3,
97522238,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D2,0C,D2,
97523214,000007E4,false,Rx,0,8,CC,B3,00,00,00,00,00,C6,
97531549,00000466,false,Rx,0,8,8C,6F,4C,6F,5C,79,0C,76,
97532471,00000476,false,Rx,0,8,8C,76,0C,77,0C,7A,0C,78,
97533463,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
97556031,00000468,false,Rx,0,8,8C,A3,4C,A3,5C,A9,0C,A8,
97556951,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
97557925,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
97566709,0000046A,false,Rx,0,8,8C,AF,4C,B0,5C,B6,0C,B8,
97567619,0000047A,false,Rx,0,8,8C,B7,0C,B8,0C,B8,0C,B8,
97568615,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
97575573,0000046C,false,Rx,0,6,8B,10,4B,11,5B,1A,00,00,
97576351,0000047C,false,Rx,0,6,8B,1B,0B,1A,0B,1B,00,00,
97577355,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
97579684,0000046D,false,Rx,0,6,8C,99,4C,97,5C,A1,00,00,
97580493,0000047D,false,Rx,0,6,8C,9F,0C,A0,0C,9F,00,00,
97581487,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
97585153,0000046E,false,Rx,0,6,8C,A1,4C,A2,5C,A8,00,00,
97585960,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
97586987,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
97601989,00000200,false,Rx,0,3,52,C0,00,00,00,00,00,00,
97699862,00000460,false,Rx,0,6,8B,0E,AB,0C,DB,15,00,00,
97700650,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
97701664,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
97706238,00000461,false,Rx,0,8,8B,09,AB,09,DB,0F,0B,12,
97707148,00000471,false,Rx,0,8,8B,13,0B,12,0B,10,0B,12,
97708153,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
97709116,000007E1,false,Rx,0,8,4C,A4,00,00,00,00,00,B2,
97709897,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
97716538,00000463,false,Rx,0,8,8B,10,AB,0F,DB,1B,0B,1B,
97717459,00000473,false,Rx,0,8,8B,1A,0B,1B,0B,1C,0B,1A,
97718454,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
97721355,00000464,false,Rx,0,8,8C,C5,AC,C6,DC,D4,0C,D3,
97722265,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D3,0C,D2,
97723250,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
97731586,00000466,false,Rx,0,8,8C,6E,AC,6E,DC,7A,0C,7A,
97732496,00000476,false,Rx,0,8,8C,78,0C,77,0C,76,0C,78,
97733480,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
97756079,00000468,false,Rx,0,8,8C,A2,AC,A3,DC,A9,0C,A9,
97756999,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AA,
97757972,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
97766725,0000046A,false,Rx,0,8,8C,B0,AC,B1,DC,B7,0C,B7,
97767625,0000047A,false,Rx,0,8,8C,B7,0C,B7,0C,B7,0C,B7,
97768610,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
97775580,0000046C,false,Rx,0,6,8B,0F,AB,11,DB,1A,00,00,
97776358,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1C,00,00,
97777383,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
97779743,0000046D,false,Rx,0,6,8C,98,AC,97,DC,A1,00,00,
97780541,0000047D,false,Rx,0,6,8C,A0,0C,A0,0C,9F,00,00,
97781546,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
97785189,0000046E,false,Rx,0,6,8C,A1,AC,A1,DC,A9,00,00,
97785987,0000047E,false,Rx,0,6,8C,A9,0C,A8,0C,A7,00,00,
97787012,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
97801994,00000200,false,Rx,0,3,D2,F3,00,00,00,00,00,00,
97899845,00000460,false,Rx,0,6,8B,0E,8B,0D,3B,15,00,00,
97900633,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
97901667,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
97906261,00000461,false,Rx,0,8,8B,08,8B,09,3B,12,0B,13,
97907152,00000471,false,Rx,0,8,8B,11,0B,11,0B,11,0B,13,
97908157,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
97909129,000007E1,false,Rx,0,8,CC,A3,00,00,00,00,00,B3,
97909911,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
97916542,00000463,false,Rx,0,8,8B,0F,8B,11,3B,1B,0B,1A,
97917441,00000473,false,Rx,0,8,8B,1B,0B,1B,0B,1B,0B,1C,
97918426,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
97921339,00000464,false,Rx,0,8,8C,C4,8C,C6,3C,D5,0C,D3,
97922249,00000474,false,Rx,0,8,8C,D3,0C,D5,0C,D3,0C,D2,
97923213,000007E4,false,Rx,0,8,CC,B4,00,00,00,00,00,C7,
97931609,00000466,false,Rx,0,8,8C,6E,8C,6D,3C,76,0C,77,
97932499,00000476,false,Rx,0,8,8C,77,0C,77,0C,78,0C,78,
97933504,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
97956081,00000468,false,Rx,0,8,8C,A1,8C,A3,3C,A9,0C,A9,
97957001,00000478,false,Rx,0,8,8C,A7,0C,A9,0C,AA,0C,AB,
97957975,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
97966750,0000046A,false,Rx,0,8,8C,AF,8C,B1,3C,B8,0C,B9,
97967649,0000047A,false,Rx,0,8,8C,B8,0C,B5,0C,B6,0C,B7,
97968645,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
97975594,0000046C,false,Rx,0,6,8B,10,8B,11,3B,1A,00,00,
97976402,0000047C,false,Rx,0,6,8B,1A,0B,1B,0B,1B,00,00,
97977396,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
97979766,0000046D,false,Rx,0,6,8C,99,8C,96,3C,A0,00,00,
97980554,0000047D,false,Rx,0,6,8C,A0,0C,A0,0C,9F,00,00,
97981558,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
97985204,0000046E,false,Rx,0,6,8C,A1,8C,A2,3C,A9,00,00,
97986012,0000047E,false,Rx,0,6,8C,A8,0C,A7,0C,A8,00,00,
97987028,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
98002008,00000200,false,Rx,0,3,52,05,00,00,00,00,00,00,
98099815,00000460,false,Rx,0,6,8B,0E,4B,0E,CB,15,00,00,
98100613,00000470,false,Rx,0,6,8B,16,0B,16,0B,16,00,00,
98101628,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
98106243,00000461,false,Rx,0,8,8B,08,4B,09,CB,12,0B,13,
98107133,00000471,false,Rx,0,8,8B,11,0B,11,0B,10,0B,12,
98108147,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
98109099,000007E1,false,Rx,0,8,4C,A3,00,00,00,00,00,B1,
98109892,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
98116501,00000463,false,Rx,0,8,8B,0F,4B,11,CB,1B,0B,1A,
98117411,00000473,false,Rx,0,8,8B,1B,0B,1A,0B,1C,0B,19,
98118397,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
98121339,00000464,false,Rx,0,8,8C,C5,4C,C6,CC,D4,0C,D3,
98122250,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D3,0C,D3,
98123214,000007E4,false,Rx,0,8,4C,B3,00,00,00,00,00,C4,
98131579,00000466,false,Rx,0,8,8C,6E,4C,6D,CC,79,0C,79,
98132469,00000476,false,Rx,0,8,8C,75,0C,77,0C,78,0C,78,
98133453,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
98156073,00000468,false,Rx,0,8,8C,A2,4C,A3,CC,AA,0C,A9,
98157013,00000478,false,Rx,0,8,8C,A8,0C,A8,0C,AA,0C,AB,
98157987,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
98166710,0000046A,false,Rx,0,8,8C,B1,4C,B0,CC,B6,0C,B8,
98167620,0000047A,false,Rx,0,8,8C,B8,0C,B9,0C,B8,0C,B7,
98168605,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
98175574,0000046C,false,Rx,0,6,8B,0F,4B,11,CB,1A,00,00,
98176362,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1B,00,00,
98177366,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
98179746,0000046D,false,Rx,0,6,8C,98,4C,97,CC,A2,00,00,
98180535,0000047D,false,Rx,0,6,8C,A0,0C,9F,0C,9E,00,00,
98181539,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
98185184,0000046E,false,Rx,0,6,8C,A1,4C,A1,CC,A8,00,00,
98185993,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A7,00,00,
98187007,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
98202019,00000200,false,Rx,0,3,D2,36,00,00,00,00,00,00,
98299828,00000460,false,Rx,0,6,8B,0D,1B,0D,BB,15,00,00,
98300626,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
98301660,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
98306254,00000461,false,Rx,0,8,8B,09,1B,08,BB,11,0B,14,
98307154,00000471,false,Rx,0,8,8B,10,0B,11,0B,11,0B,11,
98308160,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
98309133,000007E1,false,Rx,0,8,CC,A3,00,00,00,00,00,B3,
98309914,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
98316534,00000463,false,Rx,0,8,8B,0F,1B,10,BB,1C,0B,1B,
98317454,00000473,false,Rx,0,8,8B,1A,0B,1A,0B,1A,0B,1B,
98318438,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
98321350,00000464,false,Rx,0,8,8C,C5,1C,C5,BC,D3,0C,D3,
98322250,00000474,false,Rx,0,8,8C,D3,0C,D5,0C,D3,0C,D2,
98323214,000007E4,false,Rx,0,8,CC,B3,00,00,00,00,00,C6,
98331590,00000466,false,Rx,0,8,8C,6D,1C,6F,BC,79,0C,78,
98332500,00000476,false,Rx,0,8,8C,75,0C,77,0C,7A,0C,78,
98333496,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
98356074,00000468,false,Rx,0,8,8C,A2,1C,A3,BC,AA,0C,A9,
98356984,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
98357958,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
98366731,0000046A,false,Rx,0,8,8C,AF,1C,B1,BC,B7,0C,B8,
98367631,0000047A,false,Rx,0,8,8C,B8,0C,B8,0C,B9,0C,B7,
98368626,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
98375607,0000046C,false,Rx,0,6,8B,10,1B,11,BB,1B,00,00,
98376395,0000047C,false,Rx,0,6,8B,1B,0B,1C,0B,1C,00,00,
98377389,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
98379759,0000046D,false,Rx,0,6,8C,98,1C,97,BC,A2,00,00,
98380567,0000047D,false,Rx,0,6,8C,9F,0C,9F,0C,9F,00,00,
98381551,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
98385197,0000046E,false,Rx,0,6,8C,A1,1C,A2,BC,A9,00,00,
98386005,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
98387030,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
98402023,00000200,false,Rx,0,3,52,59,00,00,00,00,00,00,
