Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
98499854,00000460,false,Rx,0,6,8B,0E,6B,0D,FB,15,00,00,
98500642,00000470,false,Rx,0,6,8B,16,0B,15,0B,17,00,00,
98501668,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
98506282,00000461,false,Rx,0,8,8B,09,6B,08,FB,12,0B,12,
98507192,00000471,false,Rx,0,8,8B,10,0B,13,0B,11,0B,11,
98508197,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
98509160,000007E1,false,Rx,0,8,4C,A3,00,00,00,00,00,B1,
98509941,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
98516562,00000463,false,Rx,0,8,8B,10,6B,10,FB,1A,0B,1B,
98517472,00000473,false,Rx,0,8,8B,1C,0B,1C,0B,1B,0B,1A,
98518457,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
98521369,00000464,false,Rx,0,8,8C,C5,6C,C6,FC,D4,0C,D4,
98522279,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D3,0C,D2,
98523254,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
98531610,00000466,false,Rx,0,8,8C,6E,6C,6C,FC,77,0C,78,
98532510,00000476,false,Rx,0,8,8C,79,0C,79,0C,78,0C,76,
98533492,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
98556109,00000468,false,Rx,0,8,8C,A3,6C,A3,FC,AA,0C,AA,
98557009,00000478,false,Rx,0,8,8C,A9,0C,A7,0C,AA,0C,AB,
98557993,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
98566756,0000046A,false,Rx,0,8,8C,B1,6C,B2,FC,B8,0C,B8,
98567668,0000047A,false,Rx,0,8,8C,B8,0C,B9,0C,BA,0C,B9,
98568653,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
98575622,0000046C,false,Rx,0,6,8B,10,6B,11,FB,1A,00,00,
98576411,0000047C,false,Rx,0,6,8B,1A,0B,1B,0B,1B,00,00,
98577405,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
98579764,0000046D,false,Rx,0,6,8C,99,6C,97,FC,A1,00,00,
98580583,0000047D,false,Rx,0,6,8C,9F,0C,A0,0C,A0,00,00,
98581558,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
98585222,0000046E,false,Rx,0,6,8C,A1,6C,A2,FC,A9,00,00,
98586010,0000047E,false,Rx,0,6,8C,A9,0C,A8,0C,A8,00,00,
98587036,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
98602047,00000200,false,Rx,0,3,D2,6D,00,00,00,00,00,00,
98699888,00000460,false,Rx,0,6,8B,0E,0B,0D,BB,15,00,00,
98700676,00000470,false,Rx,0,6,8B,17,0B,16,0B,17,00,00,
98701690,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
98706304,00000461,false,Rx,0,8,8B,08,0B,09,BB,11,0B,12,
98707204,00000471,false,Rx,0,8,8B,10,0B,12,0B,11,0B,11,
98708210,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
98709182,000007E1,false,Rx,0,8,CC,A3,00,00,00,00,00,B3,
98709964,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
98716582,00000463,false,Rx,0,8,8B,10,0B,10,BB,1A,0B,1B,
98717493,00000473,false,Rx,0,8,8B,1B,0B,1C,0B,1A,0B,1A,
98718488,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
98721400,00000464,false,Rx,0,8,8C,C4,0C,C6,BC,D4,0C,D4,
98722320,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D2,0C,D2,
98723284,000007E4,false,Rx,0,8,CC,B4,00,00,00,00,00,C7,
98731630,00000466,false,Rx,0,8,8C,6D,0C,6D,BC,78,0C,79,
98732530,00000476,false,Rx,0,8,8C,78,0C,79,0C,79,0C,78,
98733526,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
98756113,00000468,false,Rx,0,8,8C,A1,0C,A3,BC,A9,0C,AA,
98757033,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AA,
98758008,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
98766782,0000046A,false,Rx,0,8,8C,B0,0C,B2,BC,B6,0C,B7,
98767691,0000047A,false,Rx,0,8,8C,B6,0C,B6,0C,B6,0C,B6,
98768686,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
98775624,0000046C,false,Rx,0,6,8B,11,0B,11,BB,1A,00,00,
98776432,0000047C,false,Rx,0,6,8B,1A,0B,1A,0B,1B,00,00,
98777428,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
98779788,0000046D,false,Rx,0,6,8C,99,0C,98,BC,A1,00,00,
98780597,0000047D,false,Rx,0,6,8C,9F,0C,9F,0C,9F,00,00,
98781591,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
98785244,0000046E,false,Rx,0,6,8C,A0,0C,A2,BC,A9,00,00,
98786043,0000047E,false,Rx,0,6,8C,A7,0C,A8,0C,A8,00,00,
98787067,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
98802070,00000200,false,Rx,0,3,52,9C,00,00,00,00,00,00,
98899912,00000460,false,Rx,0,6,8B,0E,9B,0D,4B,15,00,00,
98900700,00000470,false,Rx,0,6,8B,16,0B,15,0B,17,00,00,
98901715,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
98906309,00000461,false,Rx,0,8,8B,0A,9B,09,4B,11,0B,13,
98907198,00000471,false,Rx,0,8,8B,11,0B,11,0B,11,0B,12,
98908213,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
98909165,000007E1,false,Rx,0,8,4C,A3,00,00,00,00,00,B1,
98909957,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
98916589,00000463,false,Rx,0,8,8B,10,9B,11,4B,1A,0B,1A,
98917508,00000473,false,Rx,0,8,8B,1B,0B,1B,0B,1A,0B,1C,
98918493,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
98921425,00000464,false,Rx,0,8,8C,C5,9C,C6,4C,D4,0C,D3,
98922345,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D2,0C,D2,
98923311,000007E4,false,Rx,0,8,4C,B3,00,00,00,00,00,C4,
98931656,00000466,false,Rx,0,8,8C,6F,9C,6F,4C,77,0C,78,
98932567,00000476,false,Rx,0,8,8C,78,0C,78,0C,76,0C,76,
98933551,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
98956139,00000468,false,Rx,0,8,8C,A2,9C,A3,4C,A8,0C,AA,
98957050,00000478,false,Rx,0,8,8C,AA,0C,A7,0C,AA,0C,AA,
98958024,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
98966786,0000046A,false,Rx,0,8,8C,B0,9C,B2,4C,B9,0C,B8,
98967695,0000047A,false,Rx,0,8,8C,B6,0C,B5,0C,B8,0C,B9,
98968681,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
98975661,0000046C,false,Rx,0,6,8B,10,9B,10,4B,1B,00,00,
98976449,0000047C,false,Rx,0,6,8B,1A,0B,1B,0B,1B,00,00,
98977453,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
98979782,0000046D,false,Rx,0,6,8C,98,9C,97,4C,A1,00,00,
98980590,0000047D,false,Rx,0,6,8C,A0,0C,9F,0C,9F,00,00,
98981586,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
98985271,0000046E,false,Rx,0,6,8C,A1,9C,A2,4C,AA,00,00,
98986079,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
98987084,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
99002085,00000200,false,Rx,0,3,D2,AF,00,00,00,00,00,00,
99099925,00000460,false,Rx,0,6,8B,0D,4B,0D,5B,15,00,00,
99100713,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
99101748,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
99106342,00000461,false,Rx,0,8,8B,0A,4B,0A,5B,10,0B,12,
99107241,00000471,false,Rx,0,8,8B,11,0B,12,0B,12,0B,13,
99108256,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
99109220,000007E1,false,Rx,0,8,CC,A3,00,00,00,00,00,B3,
99110002,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
99116610,00000463,false,Rx,0,8,8B,0E,4B,11,5B,1B,0B,1A,
99117521,00000473,false,Rx,0,8,8B,1A,0B,1C,0B,1A,0B,1B,
99118516,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
99121449,00000464,false,Rx,0,8,8C,C5,4C,C6,5C,D4,0C,D3,
99122348,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D3,0C,D3,
99123313,000007E4,false,Rx,0,8,CC,B3,00,00,00,00,00,C6,
99131678,00000466,false,Rx,0,8,8C,6E,4C,6C,5C,78,0C,79,
99132578,00000476,false,Rx,0,8,8C,77,0C,76,0C,76,0C,78,
99133582,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
99156161,00000468,false,Rx,0,8,8C,A2,4C,A3,5C,A9,0C,A9,
99157081,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
99158056,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
99166821,0000046A,false,Rx,0,8,8C,AF,4C,B0,5C,B7,0C,B8,
99167721,0000047A,false,Rx,0,8,8C,B8,0C,B9,0C,B9,0C,B8,
99168715,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
99175694,0000046C,false,Rx,0,6,8B,10,4B,10,5B,1A,00,00,
99176482,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1B,00,00,
99177477,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
99179816,0000046D,false,Rx,0,6,8C,99,4C,97,5C,A1,00,00,
99180614,0000047D,false,Rx,0,6,8C,9F,0C,A1,0C,9F,00,00,
99181618,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
99185285,0000046E,false,Rx,0,6,8C,A1,4C,A1,5C,A8,00,00,
99186093,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
99187107,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
99202099,00000200,false,Rx,0,3,52,C0,00,00,00,00,00,00,
99299947,00000460,false,Rx,0,6,8B,0D,AB,0C,DB,16,00,00,
99300745,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
99301759,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
99306353,00000461,false,Rx,0,8,8B,09,AB,09,DB,11,0B,14,
99307254,00000471,false,Rx,0,8,8B,10,0B,12,0B,11,0B,11,
99308259,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
99309222,000007E1,false,Rx,0,8,4C,A3,00,00,00,00,00,B1,
99310005,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
99316636,00000463,false,Rx,0,8,8B,10,AB,11,DB,1A,0B,1B,
99317545,00000473,false,Rx,0,8,8B,1B,0B,1A,0B,1A,0B,1B,
99318530,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
99321452,00000464,false,Rx,0,8,8C,C4,AC,C6,DC,D4,0C,D4,
99322362,00000474,false,Rx,0,8,8C,D3,0C,D5,0C,D2,0C,D3,
99323338,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
99331722,00000466,false,Rx,0,8,8C,6F,AC,6E,DC,76,0C,77,
99332603,00000476,false,Rx,0,8,8C,77,0C,79,0C,79,0C,78,
99333587,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
99356194,00000468,false,Rx,0,8,8C,A2,AC,A3,DC,A9,0C,A9,
99357104,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
99358079,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
99366841,0000046A,false,Rx,0,8,8C,AF,AC,B1,DC,B7,0C,B8,
99367730,0000047A,false,Rx,0,8,8C,B9,0C,B9,0C,B9,0C,B7,
99368716,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
99375695,0000046C,false,Rx,0,6,8B,10,AB,11,DB,1B,00,00,
99376483,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1B,00,00,
99377497,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
99379837,0000046D,false,Rx,0,6,8C,98,AC,98,DC,A2,00,00,
99380645,0000047D,false,Rx,0,6,8C,9F,0C,9F,0C,9F,00,00,
99381639,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
99385315,0000046E,false,Rx,0,6,8C,A1,AC,A1,DC,A8,00,00,
99386113,0000047E,false,Rx,0,6,8C,A9,0C,A8,0C,A8,00,00,
99387129,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
99402109,00000200,false,Rx,0,3,D2,F3,00,00,00,00,00,00,
99499961,00000460,false,Rx,0,6,8B,0E,8B,0D,3B,15,00,00,
99500749,00000470,false,Rx,0,6,8B,17,0B,17,0B,17,00,00,
99501784,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
99506377,00000461,false,Rx,0,8,8B,09,8B,08,3B,12,0B,13,
99507268,00000471,false,Rx,0,8,8B,11,0B,13,0B,11,0B,11,
99508273,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
99509246,000007E1,false,Rx,0,8,CC,A3,00,00,00,00,00,B3,
99510029,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
99516678,00000463,false,Rx,0,8,8B,0F,8B,10,3B,1B,0B,1A,
99517578,00000473,false,Rx,0,8,8B,1B,0B,1C,0B,1A,0B,1B,
99518573,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
99521486,00000464,false,Rx,0,8,8C,C4,8C,C6,3C,D4,0C,D3,
99522395,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D4,0C,D2,
99523360,000007E4,false,Rx,0,8,CC,B4,00,00,00,00,00,C7,
99531704,00000466,false,Rx,0,8,8C,6D,8C,6D,3C,79,0C,77,
99532624,00000476,false,Rx,0,8,8C,78,0C,78,0C,76,0C,78,
99533616,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
99556205,00000468,false,Rx,0,8,8C,A2,8C,A3,3C,A8,0C,A9,
99557114,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
99558089,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
99566842,0000046A,false,Rx,0,8,8C,B1,8C,B1,3C,B7,0C,B7,
99567752,0000047A,false,Rx,0,8,8C,B6,0C,B6,0C,B6,0C,B6,
99568747,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
99575706,0000046C,false,Rx,0,6,8B,10,8B,12,3B,1B,00,00,
99576484,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1C,00,00,
99577508,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
99579890,0000046D,false,Rx,0,6,8C,99,8C,98,3C,A1,00,00,
99580678,0000047D,false,Rx,0,6,8C,A0,0C,A1,0C,9F,00,00,
99581672,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
99585338,0000046E,false,Rx,0,6,8C,A0,8C,A2,3C,A9,00,00,
99586136,0000047E,false,Rx,0,6,8C,A6,0C,A8,0C,A8,00,00,
99587150,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
99602132,00000200,false,Rx,0,3,52,05,00,00,00,00,00,00,
99699942,00000460,false,Rx,0,6,8B,0E,4B,0D,CB,15,00,00,
99700730,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
99701755,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
99706358,00000461,false,Rx,0,8,8B,08,4B,09,CB,12,0B,13,
99707258,00000471,false,Rx,0,8,8B,10,0B,11,0B,11,0B,11,
99708264,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
99709226,000007E1,false,Rx,0,8,4C,A3,00,00,00,00,00,B1,
99710009,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
99716639,00000463,false,Rx,0,8,8B,0F,4B,10,CB,1A,0B,1C,
99717539,00000473,false,Rx,0,8,8B,1A,0B,1B,0B,1B,0B,1A,
99718533,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
99721465,00000464,false,Rx,0,8,8C,C4,4C,C6,CC,D4,0C,D3,
99722375,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D3,0C,D2,
99723350,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
99731705,00000466,false,Rx,0,8,8C,6E,4C,6D,CC,7A,0C,77,
99732606,00000476,false,Rx,0,8,8C,78,0C,79,0C,76,0C,77,
99733592,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
99756179,00000468,false,Rx,0,8,8C,A2,4C,A3,CC,A9,0C,AA,
99757099,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AA,
99758075,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
99766837,0000046A,false,Rx,0,8,8C,B1,4C,B2,CC,B8,0C,B8,
99767736,0000047A,false,Rx,0,8,8C,B8,0C,B8,0C,B9,0C,B8,
99768721,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
99775701,0000046C,false,Rx,0,6,8B,10,4B,11,CB,1A,00,00,
99776469,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1C,00,00,
99777494,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
99779833,0000046D,false,Rx,0,6,8C,98,4C,97,CC,A1,00,00,
99780631,0000047D,false,Rx,0,6,8C,A0,0C,A0,0C,A0,00,00,
99781635,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
99785319,0000046E,false,Rx,0,6,8C,A0,4C,A1,CC,A9,00,00,
99786117,0000047E,false,Rx,0,6,8C,A7,0C,A8,0C,A8,00,00,
99787121,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
99802143,00000200,false,Rx,0,3,D2,36,00,00,00,00,00,00,
99899951,00000460,false,Rx,0,6,8B,0F,1B,0D,BB,15,00,00,
99900749,00000470,false,Rx,0,6,8B,16,0B,15,0B,17,00,00,
99901775,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
99906388,00000461,false,Rx,0,8,8B,09,1B,09,BB,10,0B,12,
99907288,00000471,false,Rx,0,8,8B,12,0B,11,0B,10,0B,12,
99908293,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
99909265,000007E1,false,Rx,0,8,CC,A3,00,00,00,00,00,B3,
99910048,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
99916647,00000463,false,Rx,0,8,8B,0F,1B,10,BB,1B,0B,1B,
99917547,00000473,false,Rx,0,8,8B,1B,0B,1B,0B,1A,0B,1B,
99918542,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
99921473,00000464,false,Rx,0,8,8C,C5,1C,C6,BC,D3,0C,D3,
99922385,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D3,0C,D2,
99923350,000007E4,false,Rx,0,8,CC,B3,00,00,00,00,00,C6,
99931716,00000466,false,Rx,0,8,8C,6F,1C,6D,BC,77,0C,7A,
99932615,00000476,false,Rx,0,8,8C,78,0C,75,0C,78,0C,79,
99933620,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
99956199,00000468,false,Rx,0,8,8C,A3,1C,A3,BC,A8,0C,A9,
99957119,00000478,false,Rx,0,8,8C,A9,0C,A9,0C,AA,0C,AA,
99958093,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
99966855,0000046A,false,Rx,0,8,8C,B3,1C,B3,BC,B7,0C,B6,
99967766,0000047A,false,Rx,0,8,8C,B6,0C,B8,0C,B9,0C,B9,
99968751,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
99975730,0000046C,false,Rx,0,6,8B,10,1B,11,BB,1B,00,00,
99976518,0000047C,false,Rx,0,6,8B,1B,0B,1C,0B,1B,00,00,
99977503,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
99979872,0000046D,false,Rx,0,6,8C,99,1C,97,BC,A1,00,00,
99980670,0000047D,false,Rx,0,6,8C,A0,0C,A0,0C,A0,00,00,
99981676,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
99985352,0000046E,false,Rx,0,6,8C,A0,1C,A1,BC,A9,00,00,
99986150,0000047E,false,Rx,0,6,8C,A8,0C,A7,0C,A8,00,00,
99987175,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
100002145,00000200,false,Rx,0,3,52,59,00,00,00,00,00,00,
100099984,00000460,false,Rx,0,6,8B,0D,6B,0D,FB,15,00,00,
100100761,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
100101775,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
100106399,00000461,false,Rx,0,8,8B,08,6B,0A,FB,12,0B,13,
100107308,00000471,false,Rx,0,8,8B,10,0B,12,0B,11,0B,13,
100108314,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
100109277,000007E1,false,Rx,0,8,4C,A3,00,00,00,00,00,B1,
100110059,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
100116689,00000463,false,Rx,0,8,8B,10,6B,11,FB,1A,0B,1A,
100117598,00000473,false,Rx,0,8,8B,1B,0B,1C,0B,1B,0B,1A,
100118583,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
100121495,00000464,false,Rx,0,8,8C,C5,6C,C5,FC,D4,0C,D4,
100122415,00000474,false,Rx,0,8,8C,D3,0C,D5,0C,D2,0C,D2,
100123379,000007E4,false,Rx,0,8,4C,B3,00,00,00,00,00,C4,
100131734,00000466,false,Rx,0,8,8C,6D,6C,6E,FC,79,0C,78,
100132624,00000476,false,Rx,0,8,8C,75,0C,77,0C,79,0C,77,
100133600,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
100156206,00000468,false,Rx,0,8,8C,A2,6C,A3,FC,A9,0C,A9,
100157147,00000478,false,Rx,0,8,8C,A8,0C,A8,0C,AA,0C,AB,
100158121,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
100166864,0000046A,false,Rx,0,8,8C,B1,6C,B2,FC,B8,0C,B8,
100167784,0000047A,false,Rx,0,8,8C,B6,0C,B6,0C,B6,0C,B7,
100168768,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
100175738,0000046C,false,Rx,0,6,8B,10,6B,11,FB,1A,00,00,
100176525,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1B,00,00,
100177522,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
100179861,0000046D,false,Rx,0,6,8C,97,6C,97,FC,A2,00,00,
100180659,0000047D,false,Rx,0,6,8C,A0,0C,A0,0C,9F,00,00,
100181653,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
100185351,0000046E,false,Rx,0,6,8C,A0,6C,A1,FC,A9,00,00,
100186149,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
100187153,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
100202165,00000200,false,Rx,0,3,D2,6D,00,00,00,00,00,00,
100300003,00000460,false,Rx,0,6,8B,0E,0B,0D,BB,15,00,00,
100300790,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
100301826,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
100306429,00000461,false,Rx,0,8,8B,09,0B,0A,BB,10,0B,13,
100307329,00000471,false,Rx,0,8,8B,11,0B,12,0B,11,0B,12,
100308343,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
100309306,000007E1,false,Rx,0,8,CC,A3,00,00,00,00,00,B3,
100310099,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
100316688,00000463,false,Rx,0,8,8B,0F,0B,11,BB,1B,0B,1A,
100317597,00000473,false,Rx,0,8,8B,1B,0B,1C,0B,1A,0B,1A,
100318592,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
100321505,00000464,false,Rx,0,8,8C,C5,0C,C6,BC,D5,0C,D4,
100322425,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D2,0C,D2,
100323390,000007E4,false,Rx,0,8,CC,B4,00,00,00,00,00,C7,
100331776,00000466,false,Rx,0,8,8C,70,0C,6F,BC,76,0C,78,
100332666,00000476,false,Rx,0,8,8C,78,0C,79,0C,77,0C,75,
100333671,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
100356239,00000468,false,Rx,0,8,8C,A2,0C,A3,BC,A9,0C,A9,
100357160,00000478,false,Rx,0,8,8C,A8,0C,A9,0C,AA,0C,AB,
100358134,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
100366876,0000046A,false,Rx,0,8,8C,B2,0C,B2,BC,B7,0C,B8,
100367786,0000047A,false,Rx,0,8,8C,B6,0C,B5,0C,B6,0C,B6,
100368771,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
100375741,0000046C,false,Rx,0,6,8B,0F,0B,11,BB,1A,00,00,
100376529,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1C,00,00,
100377543,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
100379913,0000046D,false,Rx,0,6,8C,98,0C,97,BC,A1,00,00,
100380721,0000047D,false,Rx,0,6,8C,9E,0C,A0,0C,A0,00,00,
100381717,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
100385361,0000046E,false,Rx,0,6,8C,A1,0C,A1,BC,A8,00,00,
100386159,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
100387185,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
100402187,00000200,false,Rx,0,3,52,9C,00,00,00,00,00,00,
100500022,00000460,false,Rx,0,6,8B,0D,9B,0D,4B,15,00,00,
100500819,00000470,false,Rx,0,6,8B,16,0B,16,0B,16,00,00,
100501833,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
100506458,00000461,false,Rx,0,8,8B,08,9B,09,4B,12,0B,12,
100507368,00000471,false,Rx,0,8,8B,12,0B,12,0B,10,0B,12,
100508374,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
100509336,000007E1,false,Rx,0,8,4C,A3,00,00,00,00,00,B1,
100510118,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
100516727,00000463,false,Rx,0,8,8B,10,9B,10,4B,1A,0B,1A,
100517628,00000473,false,Rx,0,8,8B,1A,0B,1C,0B,1B,0B,1A,
100518623,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
100521525,00000464,false,Rx,0,8,8C,C5,9C,C6,4C,D4,0C,D4,
100522445,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D2,0C,D2,
100523420,000007E4,false,Rx,0,8,4C,B3,00,00,00,00,00,C4,
100531765,00000466,false,Rx,0,8,8C,6D,9C,6D,4C,79,0C,79,
100532664,00000476,false,Rx,0,8,8C,78,0C,77,0C,76,0C,76,
100533646,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
100556247,00000468,false,Rx,0,8,8C,A2,9C,A3,4C,A9,0C,A9,
100557156,00000478,false,Rx,0,8,8C,A9,0C,A9,0C,AA,0C,AA,
100558142,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
